app0 (req/s),app1 (req/s)
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
137.0,262.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
136.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
138.0,272.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,276.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
148.0,279.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
153.0,281.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
154.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
156.0,283.0
160.0,283.0
160.0,283.0
160.0,283.0
160.0,283.0
160.0,283.0
160.0,283.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
160.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
161.0,288.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,297.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
166.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
167.0,296.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
168.0,298.0
166.0,298.0
166.0,298.0
166.0,298.0
166.0,298.0
166.0,298.0
